k,t,Total_Count,Abnormal_Count,Normal_Count,False_Positive_Count,True_Positive_Count,False_Negative_Count,True_Negative_Count,Accuracy_Rate,True_Positive_Rate,False_Positive_Rate,True_Negative_Rate,False_Negative_Rate
200,150,156131,1833,154298,754,1079,73457,80841,52.468760207774245,1.4476226253085758,0.9240762301611619,99.07592376983884,98.55237737469142
