k,t,Total_Count,Abnormal_Count,Normal_Count,False_Positive_Count,True_Positive_Count,False_Negative_Count,True_Negative_Count,Accuracy_Rate,True_Positive_Rate,False_Positive_Rate,True_Negative_Rate,False_Negative_Rate
200,100,156703,1634,155069,719,915,73996,81073,52.32063202363707,1.2214494533513103,0.8790590766823161,99.12094092331768,98.77855054664869
