k,t,Total_Count,Abnormal_Count,Normal_Count,False_Positive_Count,True_Positive_Count,False_Negative_Count,True_Negative_Count,Accuracy_Rate,True_Positive_Rate,False_Positive_Rate,True_Negative_Rate,False_Negative_Rate
200,50,156301,913,155388,453,460,74367,81021,52.13082449888356,0.6147513598032796,0.5560055968775315,99.44399440312247,99.38524864019672
