k,t,Total_Count,Abnormal_Count,Normal_Count,False_Positive_Count,True_Positive_Count,False_Negative_Count,True_Negative_Count,Accuracy_Rate,True_Positive_Rate,False_Positive_Rate,True_Negative_Rate,False_Negative_Rate
125,100,156621,1408,155213,618,790,74342,80871,52.13924058714987,1.0514827237395517,0.7583845672422045,99.2416154327578,98.94851727626045
