k,t,Total_Count,Abnormal_Count,Normal_Count,False_Positive_Count,True_Positive_Count,False_Negative_Count,True_Negative_Count,Accuracy_Rate,True_Positive_Rate,False_Positive_Rate,True_Negative_Rate,False_Negative_Rate
175,100,156738,1476,155262,559,917,74287,80975,52.24769998341181,1.2193500345726291,0.685603551892462,99.31439644810753,98.78064996542737
