k,t,Total_Count,Abnormal_Count,Normal_Count,False_Positive_Count,True_Positive_Count,False_Negative_Count,True_Negative_Count,Accuracy_Rate,True_Positive_Rate,False_Positive_Rate,True_Negative_Rate,False_Negative_Rate
175,150,156851,1913,154938,778,1135,73885,81053,52.398773358155196,1.512929885363903,0.9507399396316798,99.04926006036831,98.4870701146361
