k,t,Total_Count,Abnormal_Count,Normal_Count,False_Positive_Count,True_Positive_Count,False_Negative_Count,True_Negative_Count,Accuracy_Rate,True_Positive_Rate,False_Positive_Rate,True_Negative_Rate,False_Negative_Rate
150,100,156953,1428,155525,526,902,74543,80982,52.17103209240983,1.195572933925376,0.6453354271973303,99.35466457280266,98.80442706607462
