k,t,Total_Count,Abnormal_Count,Normal_Count,False_Positive_Count,True_Positive_Count,False_Negative_Count,True_Negative_Count,Accuracy_Rate,True_Positive_Rate,False_Positive_Rate,True_Negative_Rate,False_Negative_Rate
150,50,156915,664,156251,329,335,74979,81272,52.00713762227957,0.44480441883315186,0.40318133356208874,99.59681866643791,99.55519558116684
